행정구역,2020년06월_계_총인구수,2020년06월_계_연령구간인구수,2020년06월_계_0~4세,2020년06월_계_5~9세,2020년06월_계_10~14세,2020년06월_계_15~19세,2020년06월_계_20~24세,2020년06월_계_25~29세,2020년06월_계_30~34세,2020년06월_계_35~39세,2020년06월_계_40~44세,2020년06월_계_45~49세,2020년06월_계_50~54세,2020년06월_계_55~59세,2020년06월_계_60~64세,2020년06월_계_65~69세,2020년06월_계_70~74세,2020년06월_계_75~79세,2020년06월_계_80~84세,2020년06월_계_85~89세,2020년06월_계_90~94세,2020년06월_계_95~99세,2020년06월_계_100세 이상,2020년06월_남_총인구수,2020년06월_남_연령구간인구수,2020년06월_남_0~4세,2020년06월_남_5~9세,2020년06월_남_10~14세,2020년06월_남_15~19세,2020년06월_남_20~24세,2020년06월_남_25~29세,2020년06월_남_30~34세,2020년06월_남_35~39세,2020년06월_남_40~44세,2020년06월_남_45~49세,2020년06월_남_50~54세,2020년06월_남_55~59세,2020년06월_남_60~64세,2020년06월_남_65~69세,2020년06월_남_70~74세,2020년06월_남_75~79세,2020년06월_남_80~84세,2020년06월_남_85~89세,2020년06월_남_90~94세,2020년06월_남_95~99세,2020년06월_남_100세 이상,2020년06월_여_총인구수,2020년06월_여_연령구간인구수,2020년06월_여_0~4세,2020년06월_여_5~9세,2020년06월_여_10~14세,2020년06월_여_15~19세,2020년06월_여_20~24세,2020년06월_여_25~29세,2020년06월_여_30~34세,2020년06월_여_35~39세,2020년06월_여_40~44세,2020년06월_여_45~49세,2020년06월_여_50~54세,2020년06월_여_55~59세,2020년06월_여_60~64세,2020년06월_여_65~69세,2020년06월_여_70~74세,2020년06월_여_75~79세,2020년06월_여_80~84세,2020년06월_여_85~89세,2020년06월_여_90~94세,2020년06월_여_95~99세,2020년06월_여_100세 이상
울산광역시 남구 (3114000000),"322,883","322,883","10,571","14,005","14,276","17,033","22,812","23,632","20,207","22,928","23,382","29,136","32,283","30,094","24,487","15,734","9,678","6,437","3,742","1,747",555,111,33,"164,689","164,689","5,394","7,270","7,407","9,106","12,590","13,341","11,028","11,832","11,747","13,875","16,013","15,427","12,176","7,828","4,775","2,907","1,360",489,97,17,10,"158,194","158,194","5,177","6,735","6,869","7,927","10,222","10,291","9,179","11,096","11,635","15,261","16,270","14,667","12,311","7,906","4,903","3,530","2,382","1,258",458,94,23
울산광역시 동구 (3117000000),"157,973","157,973","6,585","8,960","8,032","7,595","8,828","9,256","9,940","14,093","13,269","12,502","12,575","13,727","13,466","8,406","5,004","2,966","1,620",766,279,79,25,"82,633","82,633","3,365","4,630","4,232","4,002","4,897","5,303","5,608","7,662","7,186","6,764","6,349","6,639","6,797","4,353","2,642","1,395",584,174,37,9,5,"75,340","75,340","3,220","4,330","3,800","3,593","3,931","3,953","4,332","6,431","6,083","5,738","6,226","7,088","6,669","4,053","2,362","1,571","1,036",592,242,70,20
울산광역시 북구 (3120000000),"218,673","218,673","11,725","14,173","12,353","11,253","13,742","14,335","15,002","20,020","19,572","18,811","20,332","18,137","11,913","6,712","4,183","2,995","1,967",984,356,90,18,"113,189","113,189","6,033","7,277","6,329","6,001","7,820","7,964","8,022","10,153","10,292","9,317","10,108","9,916","6,271","3,442","2,002","1,304",622,244,55,14,3,"105,484","105,484","5,692","6,896","6,024","5,252","5,922","6,371","6,980","9,867","9,280","9,494","10,224","8,221","5,642","3,270","2,181","1,691","1,345",740,301,76,15
울산광역시 울주군 (3171000000),"222,633","222,633","7,902","10,561","10,841","11,994","13,686","12,823","11,507","14,998","16,803","20,900","21,593","20,061","17,048","11,306","7,493","5,912","4,023","2,193",786,171,32,"114,869","114,869","4,069","5,375","5,613","6,334","7,679","7,339","6,214","7,813","8,690","10,625","11,372","10,678","8,921","5,758","3,763","2,478","1,390",586,143,25,4,"107,764","107,764","3,833","5,186","5,228","5,660","6,007","5,484","5,293","7,185","8,113","10,275","10,221","9,383","8,127","5,548","3,730","3,434","2,633","1,607",643,146,28
세종특별자치시  (3600000000),"345,341","345,341","21,247","25,858","23,254","17,823","16,579","19,519","25,545","35,378","34,886","31,496","23,319","20,050","17,044","11,375","7,744","6,115","4,371","2,537",947,198,56,"172,234","172,234","10,830","13,333","11,671","8,928","8,676","9,604","12,460","17,174","17,357","16,658","12,200","10,319","8,516","5,585","3,717","2,614","1,599",722,214,47,10,"173,107","173,107","10,417","12,525","11,583","8,895","7,903","9,915","13,085","18,204","17,529","14,838","11,119","9,731","8,528","5,790","4,027","3,501","2,772","1,815",733,151,46
세종특별자치시  (3611000000),"345,341","345,341","21,247","25,858","23,254","17,823","16,579","19,519","25,545","35,378","34,886","31,496","23,319","20,050","17,044","11,375","7,744","6,115","4,371","2,537",947,198,56,"172,234","172,234","10,830","13,333","11,671","8,928","8,676","9,604","12,460","17,174","17,357","16,658","12,200","10,319","8,516","5,585","3,717","2,614","1,599",722,214,47,10,"173,107","173,107","10,417","12,525","11,583","8,895","7,903","9,915","13,085","18,204","17,529","14,838","11,119","9,731","8,528","5,790","4,027","3,501","2,772","1,815",733,151,46
경기도  (4100000000),"13,338,020","13,338,020","503,972","662,969","649,256","691,367","858,874","932,386","855,564","1,059,226","1,085,730","1,209,791","1,148,697","1,068,328","891,452","574,711","421,012","333,485","225,446","111,510","40,131","9,948","4,165","6,711,047","6,711,047","258,260","339,431","333,241","357,229","448,048","494,423","443,636","541,600","551,726","614,446","579,703","544,831","448,379","279,831","197,275","144,507","86,638","34,777","9,572","2,381","1,113","6,626,973","6,626,973","245,712","323,538","316,015","334,138","410,826","437,963","411,928","517,626","534,004","595,345","568,994","523,497","443,073","294,880","223,737","188,978","138,808","76,733","30,559","7,567","3,052"
경기도 수원시 (4111000000),"1,191,542","1,191,542","43,726","57,131","57,005","63,606","86,948","100,138","85,537","96,571","97,432","107,226","103,161","93,253","71,302","44,212","31,502","24,352","16,171","8,141","3,066",754,308,"599,868","599,868","22,528","29,471","29,390","32,952","45,136","53,427","45,143","49,295","49,335","53,792","50,823","47,344","35,816","21,165","14,552","10,313","5,950","2,490",689,179,78,"591,674","591,674","21,198","27,660","27,615","30,654","41,812","46,711","40,394","47,276","48,097","53,434","52,338","45,909","35,486","23,047","16,950","14,039","10,221","5,651","2,377",575,230
경기도 수원시 장안구 (4111100000),"275,875","275,875","7,603","11,573","13,403","15,912","22,544","21,655","15,547","17,927","20,747","25,670","26,110","23,268","18,161","11,532","8,584","7,036","4,842","2,479",951,243,88,"138,916","138,916","3,874","6,044","6,907","8,382","12,149","11,996","8,362","9,038","10,293","12,732","12,861","11,841","9,097","5,498","3,925","2,984","1,847",779,224,62,21,"136,959","136,959","3,729","5,529","6,496","7,530","10,395","9,659","7,185","8,889","10,454","12,938","13,249","11,427","9,064","6,034","4,659","4,052","2,995","1,700",727,181,67
경기도 수원시 권선구 (4111300000),"370,648","370,648","15,251","18,429","16,220","17,780","25,177","29,798","27,273","32,437","30,161","31,617","31,884","30,596","23,754","14,533","9,929","7,269","4,884","2,437",920,206,93,"187,043","187,043","7,890","9,420","8,363","9,306","12,956","15,700","14,274","16,908","15,814","16,100","15,405","15,391","11,862","7,046","4,693","3,137","1,768",737,207,40,26,"183,605","183,605","7,361","9,009","7,857","8,474","12,221","14,098","12,999","15,529","14,347","15,517","16,479","15,205","11,892","7,487","5,236","4,132","3,116","1,700",713,166,67
경기도 수원시 팔달구 (4111500000),"175,468","175,468","4,371","5,555","6,251","8,085","12,659","16,007","12,443","12,451","12,655","15,125","15,422","15,307","12,834","8,951","6,591","5,219","3,239","1,496",557,161,89,"88,401","88,401","2,184","2,859","3,230","4,107","6,349","8,575","6,833","6,608","6,514","7,793","7,865","7,767","6,360","4,227","2,988","2,250","1,214",481,126,49,22,"87,067","87,067","2,187","2,696","3,021","3,978","6,310","7,432","5,610","5,843","6,141","7,332","7,557","7,540","6,474","4,724","3,603","2,969","2,025","1,015",431,112,67
경기도 수원시 영통구 (4111700000),"369,551","369,551","16,501","21,574","21,131","21,829","26,568","32,678","30,274","33,756","33,869","34,814","29,745","24,082","16,553","9,196","6,398","4,828","3,206","1,729",638,144,38,"185,508","185,508","8,580","11,148","10,890","11,157","13,682","17,156","15,674","16,741","16,714","17,167","14,692","12,345","8,497","4,394","2,946","1,942","1,121",493,132,28,9,"184,043","184,043","7,921","10,426","10,241","10,672","12,886","15,522","14,600","17,015","17,155","17,647","15,053","11,737","8,056","4,802","3,452","2,886","2,085","1,236",506,116,29
경기도 성남시 (4113000000),"939,748","939,748","29,846","40,508","41,920","47,189","60,402","71,868","65,427","72,463","73,328","85,249","80,500","75,258","66,009","43,754","32,560","24,662","16,100","8,164","3,230",839,472,"465,307","465,307","15,195","20,863","21,492","24,217","30,609","37,191","33,498","36,410","36,060","42,311","40,320","37,352","32,723","21,097","15,013","10,936","6,345","2,546",801,198,130,"474,441","474,441","14,651","19,645","20,428","22,972","29,793","34,677","31,929","36,053","37,268","42,938","40,180","37,906","33,286","22,657","17,547","13,726","9,755","5,618","2,429",641,342
경기도 성남시 수정구 (4113100000),"234,729","234,729","7,116","8,356","7,986","9,566","15,318","18,807","16,405","18,362","17,274","19,545","20,044","20,382","18,747","12,986","9,586","7,064","4,185","1,886",702,211,201,"118,800","118,800","3,576","4,258","4,073","4,965","7,827","10,116","8,893","9,718","9,169","10,328","10,213","10,333","9,198","6,185","4,417","3,102","1,600",550,171,47,61,"115,929","115,929","3,540","4,098","3,913","4,601","7,491","8,691","7,512","8,644","8,105","9,217","9,831","10,049","9,549","6,801","5,169","3,962","2,585","1,336",531,164,140
경기도 성남시 중원구 (4113300000),"218,485","218,485","6,216","7,627","7,700","9,445","13,898","17,530","15,053","16,448","15,667","18,177","19,255","19,870","17,919","12,020","8,657","6,422","3,811","1,716",680,196,178,"110,657","110,657","3,199","3,947","3,938","4,899","7,005","9,349","8,125","8,760","8,291","9,563","9,748","9,889","9,031","5,851","4,096","2,806","1,465",467,131,49,48,"107,828","107,828","3,017","3,680","3,762","4,546","6,893","8,181","6,928","7,688","7,376","8,614","9,507","9,981","8,888","6,169","4,561","3,616","2,346","1,249",549,147,130
경기도 성남시 분당구 (4113500000),"486,534","486,534","16,514","24,525","26,234","28,178","31,186","35,531","33,969","37,653","40,387","47,527","41,201","35,006","29,343","18,748","14,317","11,176","8,104","4,562","1,848",432,93,"235,850","235,850","8,420","12,658","13,481","14,353","15,777","17,726","16,480","17,932","18,600","22,420","20,359","17,130","14,494","9,061","6,500","5,028","3,280","1,529",499,102,21,"250,684","250,684","8,094","11,867","12,753","13,825","15,409","17,805","17,489","19,721","21,787","25,107","20,842","17,876","14,849","9,687","7,817","6,148","4,824","3,033","1,349",330,72
경기도 의정부시 (4115000000),"455,520","455,520","15,056","19,698","19,781","23,138","31,163","32,200","26,728","33,049","33,518","41,091","40,646","38,695","32,897","21,632","16,793","13,939","9,254","4,227","1,465",339,211,"224,416","224,416","7,813","10,099","10,231","11,860","15,821","16,496","13,564","16,907","16,989","20,346","19,857","19,223","16,186","10,126","7,540","5,935","3,570","1,372",366,69,46,"231,104","231,104","7,243","9,599","9,550","11,278","15,342","15,704","13,164","16,142","16,529","20,745","20,789","19,472","16,711","11,506","9,253","8,004","5,684","2,855","1,099",270,165
경기도 안양시 (4117000000),"558,017","558,017","18,201","22,822","24,707","29,207","37,901","41,422","37,874","40,713","40,605","49,281","49,964","49,061","42,369","26,352","17,877","13,496","9,116","4,794","1,671",410,174,"276,140","276,140","9,223","11,681","12,821","15,055","19,696","21,594","19,523","20,802","19,906","24,031","24,209","24,015","20,853","13,132","8,513","5,803","3,344","1,397",393,98,51,"281,877","281,877","8,978","11,141","11,886","14,152","18,205","19,828","18,351","19,911","20,699","25,250","25,755","25,046","21,516","13,220","9,364","7,693","5,772","3,397","1,278",312,123
경기도 안양시 만안구 (4117100000),"241,830","241,830","7,645","8,539","8,536","10,911","16,317","18,654","16,377","17,346","16,456","19,414","21,482","22,638","20,252","13,137","9,227","7,035","4,582","2,250",745,205,82,"121,115","121,115","3,850","4,393","4,463","5,647","8,477","9,844","8,532","9,217","8,514","9,773","10,417","11,281","9,989","6,499","4,464","3,080","1,745",690,161,53,26,"120,715","120,715","3,795","4,146","4,073","5,264","7,840","8,810","7,845","8,129","7,942","9,641","11,065","11,357","10,263","6,638","4,763","3,955","2,837","1,560",584,152,56
경기도 안양시 동안구 (4117300000),"316,187","316,187","10,556","14,283","16,171","18,296","21,584","22,768","21,497","23,367","24,149","29,867","28,482","26,423","22,117","13,215","8,650","6,461","4,534","2,544",926,205,92,"155,025","155,025","5,373","7,288","8,358","9,408","11,219","11,750","10,991","11,585","11,392","14,258","13,792","12,734","10,864","6,633","4,049","2,723","1,599",707,232,45,25,"161,162","161,162","5,183","6,995","7,813","8,888","10,365","11,018","10,506","11,782","12,757","15,609","14,690","13,689","11,253","6,582","4,601","3,738","2,935","1,837",694,160,67
경기도 부천시 (4119000000),"825,700","825,700","26,378","33,417","33,479","38,955","55,295","63,514","55,543","63,172","61,210","70,286","73,150","76,303","66,289","40,353","26,569","19,216","12,783","6,567","2,398",581,242,"409,982","409,982","13,608","17,031","17,238","19,993","28,415","32,919","28,403","32,475","31,120","35,068","35,379","37,386","32,854","19,923","12,840","8,222","4,525","1,853",553,118,59,"415,718","415,718","12,770","16,386","16,241","18,962","26,880","30,595","27,140","30,697","30,090","35,218","37,771","38,917","33,435","20,430","13,729","10,994","8,258","4,714","1,845",463,183
경기도 광명시 (4121000000),"312,774","312,774","10,501","14,410","15,128","16,826","19,730","20,745","19,805","24,292","25,035","28,892","26,866","25,155","22,851","15,164","10,505","7,896","5,107","2,599",891,234,142,"154,425","154,425","5,365","7,377","7,693","8,745","10,269","10,910","10,116","12,170","12,420","14,328","13,382","12,436","10,879","7,272","4,893","3,323","1,838",709,213,50,37,"158,349","158,349","5,136","7,033","7,435","8,081","9,461","9,835","9,689","12,122","12,615","14,564","13,484","12,719","11,972","7,892","5,612","4,573","3,269","1,890",678,184,105
경기도 평택시 (4122000000),"523,881","523,881","21,518","26,989","26,067","26,748","33,471","37,763","35,281","43,027","43,786","47,863","44,712","40,468","31,866","20,413","15,266","12,905","9,287","4,307","1,503",404,237,"270,183","270,183","10,988","13,786","13,398","13,861","17,822","21,115","19,437","22,976","23,268","25,261","23,370","21,371","16,197","9,701","6,956","5,355","3,461","1,283",390,115,72,"253,698","253,698","10,530","13,203","12,669","12,887","15,649","16,648","15,844","20,051","20,518","22,602","21,342","19,097","15,669","10,712","8,310","7,550","5,826","3,024","1,113",289,165
경기도 동두천시 (4125000000),"94,143","94,143","2,637","3,947","4,180","4,588","5,641","5,547","4,576","5,786","6,460","8,022","8,266","8,107","7,530","5,258","4,538","4,214","2,927","1,245",481,112,81,"46,951","46,951","1,361","2,066","2,051","2,351","3,034","3,045","2,437","2,904","3,358","4,097","4,462","4,168","3,776","2,470","1,973","1,679","1,111",421,132,37,18,"47,192","47,192","1,276","1,881","2,129","2,237","2,607","2,502","2,139","2,882","3,102","3,925","3,804","3,939","3,754","2,788","2,565","2,535","1,816",824,349,75,63
경기도 안산시 (4127000000),"654,450","654,450","19,728","26,116","28,815","37,112","51,915","54,192","41,513","44,787","48,062","61,999","66,384","60,679","43,864","23,887","16,276","12,956","9,305","4,700","1,657",382,121,"335,477","335,477","10,061","13,261","14,844","19,133","27,283","29,114","22,866","24,049","24,884","31,069","33,338","32,009","23,357","12,104","7,701","5,306","3,279","1,360",344,87,28,"318,973","318,973","9,667","12,855","13,971","17,979","24,632","25,078","18,647","20,738","23,178","30,930","33,046","28,670","20,507","11,783","8,575","7,650","6,026","3,340","1,313",295,93
경기도 안산시 상록구 (4127100000),"349,514","349,514","10,156","13,950","15,238","19,823","28,447","29,161","21,131","23,136","25,416","33,250","35,942","32,183","23,138","12,736","9,020","7,527","5,308","2,696",961,231,64,"178,205","178,205","5,143","7,116","7,766","10,189","14,958","15,678","11,619","12,327","13,136","16,557","17,953","16,987","12,251","6,361","4,209","3,020","1,851",815,206,49,14,"171,309","171,309","5,013","6,834","7,472","9,634","13,489","13,483","9,512","10,809","12,280","16,693","17,989","15,196","10,887","6,375","4,811","4,507","3,457","1,881",755,182,50
경기도 안산시 단원구 (4127300000),"304,936","304,936","9,572","12,166","13,577","17,289","23,468","25,031","20,382","21,651","22,646","28,749","30,442","28,496","20,726","11,151","7,256","5,429","3,997","2,004",696,151,57,"157,272","157,272","4,918","6,145","7,078","8,944","12,325","13,436","11,247","11,722","11,748","14,512","15,385","15,022","11,106","5,743","3,492","2,286","1,428",545,138,38,14,"147,664","147,664","4,654","6,021","6,499","8,345","11,143","11,595","9,135","9,929","10,898","14,237","15,057","13,474","9,620","5,408","3,764","3,143","2,569","1,459",558,113,43
경기도 고양시 (4128000000),"1,076,996","1,076,996","35,939","48,292","49,493","57,372","73,727","77,384","65,785","77,136","82,006","102,629","100,959","92,680","72,517","42,891","32,726","28,697","21,230","10,648","3,733",831,321,"527,663","527,663","18,228","24,690","25,329","29,551","38,061","39,214","32,664","38,042","39,817","49,513","49,191","46,486","36,955","20,986","14,443","11,728","8,017","3,474",947,243,84,"549,333","549,333","17,711","23,602","24,164","27,821","35,666","38,170","33,121","39,094","42,189","53,116","51,768","46,194","35,562","21,905","18,283","16,969","13,213","7,174","2,786",588,237
경기도 고양시 덕양구 (4128100000),"473,812","473,812","17,408","21,757","19,993","22,040","29,912","33,057","30,498","36,811","36,625","42,433","41,938","40,275","33,330","21,051","16,218","13,891","9,777","4,613","1,605",374,206,"234,384","234,384","8,827","11,098","10,224","11,319","15,610","16,976","15,301","18,595","18,478","21,213","20,657","20,341","16,806","10,195","7,243","5,727","3,715","1,495",403,107,54,"239,428","239,428","8,581","10,659","9,769","10,721","14,302","16,081","15,197","18,216","18,147","21,220","21,281","19,934","16,524","10,856","8,975","8,164","6,062","3,118","1,202",267,152
경기도 고양시 일산동구 (4128500000),"299,323","299,323","8,826","12,642","13,699","16,515","21,655","23,327","18,378","20,166","22,628","29,521","29,113","26,472","19,906","11,146","8,221","7,223","5,546","2,962","1,061",256,60,"145,711","145,711","4,500","6,476","7,095","8,554","10,977","11,644","9,009","9,712","10,743","13,965","14,046","13,266","10,139","5,608","3,595","2,974","2,117",937,261,74,19,"153,612","153,612","4,326","6,166","6,604","7,961","10,678","11,683","9,369","10,454","11,885","15,556","15,067","13,206","9,767","5,538","4,626","4,249","3,429","2,025",800,182,41
경기도 고양시 일산서구 (4128700000),"303,861","303,861","9,705","13,893","15,801","18,817","22,160","21,000","16,909","20,159","22,753","30,675","29,908","25,933","19,281","10,694","8,287","7,583","5,907","3,073","1,067",201,55,"147,568","147,568","4,901","7,116","8,010","9,678","11,474","10,594","8,354","9,735","10,596","14,335","14,488","12,879","10,010","5,183","3,605","3,027","2,185","1,042",283,62,11,"156,293","156,293","4,804","6,777","7,791","9,139","10,686","10,406","8,555","10,424","12,157","16,340","15,420","13,054","9,271","5,511","4,682","4,556","3,722","2,031",784,139,44
경기도 과천시 (4129000000),"61,309","61,309","2,150","2,808","2,910","3,420","4,225","4,225","3,968","4,452","4,145","5,304","5,555","5,223","4,328","2,747","1,996","1,624","1,170",643,286,78,52,"30,125","30,125","1,144","1,442","1,509","1,776","2,225","2,219","2,024","2,218","2,015","2,514","2,668","2,585","2,111","1,347",903,685,457,188,68,18,9,"31,184","31,184","1,006","1,366","1,401","1,644","2,000","2,006","1,944","2,234","2,130","2,790","2,887","2,638","2,217","1,400","1,093",939,713,455,218,60,43
경기도 구리시 (4131000000),"198,461","198,461","6,798","8,948","8,663","9,907","13,390","14,118","11,885","15,095","15,354","17,765","18,325","17,567","14,417","9,163","6,508","5,082","3,210","1,513",539,136,78,"98,503","98,503","3,533","4,617","4,532","5,066","6,840","7,236","5,971","7,664","7,747","8,715","8,806","8,843","7,310","4,514","2,997","2,177","1,241",497,139,34,24,"99,958","99,958","3,265","4,331","4,131","4,841","6,550","6,882","5,914","7,431","7,607","9,050","9,519","8,724","7,107","4,649","3,511","2,905","1,969","1,016",400,102,54
경기도 남양주시 (4136000000),"707,485","707,485","27,161","39,195","38,933","38,725","43,293","40,543","36,217","54,519","61,758","67,796","60,683","54,472","47,015","32,712","24,570","19,354","12,144","5,655","2,011",516,213,"352,439","352,439","14,034","20,083","20,017","19,979","22,525","21,103","18,014","26,513","30,623","34,601","30,917","27,893","23,269","15,559","11,449","8,621","4,842","1,754",467,114,62,"355,046","355,046","13,127","19,112","18,916","18,746","20,768","19,440","18,203","28,006","31,135","33,195","29,766","26,579","23,746","17,153","13,121","10,733","7,302","3,901","1,544",402,151
경기도 오산시 (4137000000),"228,111","228,111","10,359","14,132","12,834","12,004","14,101","16,848","16,801","22,695","21,786","20,865","17,751","15,045","11,632","7,335","5,300","4,235","2,674","1,187",386,93,48,"117,949","117,949","5,295","7,202","6,595","6,137","7,343","9,370","9,088","12,179","11,636","10,956","9,268","7,833","5,766","3,572","2,446","1,754","1,007",391,74,23,14,"110,162","110,162","5,064","6,930","6,239","5,867","6,758","7,478","7,713","10,516","10,150","9,909","8,483","7,212","5,866","3,763","2,854","2,481","1,667",796,312,70,34
경기도 시흥시 (4139000000),"481,430","481,430","20,983","25,740","24,288","25,149","32,573","34,629","32,211","41,930","42,150","45,444","45,148","39,532","27,839","15,361","10,420","8,231","5,745","2,734",993,234,96,"251,904","251,904","10,648","13,260","12,360","13,099","17,335","19,114","17,363","22,432","22,888","24,016","23,525","21,510","15,008","7,931","4,954","3,448","1,988",746,194,58,27,"229,526","229,526","10,335","12,480","11,928","12,050","15,238","15,515","14,848","19,498","19,262","21,428","21,623","18,022","12,831","7,430","5,466","4,783","3,757","1,988",799,176,69
경기도 군포시 (4141000000),"276,039","276,039","9,517","12,207","12,682","14,617","18,230","20,411","18,702","20,580","20,695","24,684","24,430","23,991","20,068","11,839","8,273","6,541","4,759","2,592",928,219,74,"137,037","137,037","4,846","6,270","6,541","7,511","9,490","10,684","9,785","10,585","10,262","12,043","11,971","11,744","9,904","5,873","3,862","2,751","1,749",840,255,48,23,"139,002","139,002","4,671","5,937","6,141","7,106","8,740","9,727","8,917","9,995","10,433","12,641","12,459","12,247","10,164","5,966","4,411","3,790","3,010","1,752",673,171,51
경기도 의왕시 (4143000000),"163,622","163,622","6,073","7,376","6,867","8,092","11,295","11,751","10,641","12,109","11,371","13,687","14,681","15,061","12,892","7,824","5,135","3,869","2,662","1,492",546,145,53,"81,480","81,480","3,211","3,775","3,543","4,168","5,862","6,316","5,474","6,190","5,786","6,535","7,073","7,321","6,440","3,982","2,511","1,705",994,424,127,27,16,"82,142","82,142","2,862","3,601","3,324","3,924","5,433","5,435","5,167","5,919","5,585","7,152","7,608","7,740","6,452","3,842","2,624","2,164","1,668","1,068",419,118,37
경기도 하남시 (4145000000),"283,256","283,256","13,665","16,556","12,960","11,388","14,965","19,132","20,667","27,915","26,229","23,310","20,401","20,697","19,693","13,622","9,456","6,043","3,638","1,833",756,209,121,"142,312","142,312","7,061","8,377","6,631","5,804","7,639","9,870","10,424","14,082","13,700","12,347","10,239","10,086","9,504","6,655","4,862","2,867","1,436",484,154,56,34,"140,944","140,944","6,604","8,179","6,329","5,584","7,326","9,262","10,243","13,833","12,529","10,963","10,162","10,611","10,189","6,967","4,594","3,176","2,202","1,349",602,153,87
경기도 용인시 (4146000000),"1,073,115","1,073,115","43,071","60,749","61,134","62,527","69,515","66,433","62,040","86,359","95,480","105,391","89,101","72,786","59,057","43,647","36,421","28,630","17,909","8,665","3,220",787,193,"532,935","532,935","21,964","31,013","31,396","32,456","35,804","34,690","30,863","42,325","46,582","52,771","45,145","37,423","28,833","19,812","16,528","13,251","7,856","3,148",864,176,35,"540,180","540,180","21,107","29,736","29,738","30,071","33,711","31,743","31,177","44,034","48,898","52,620","43,956","35,363","30,224","23,835","19,893","15,379","10,053","5,517","2,356",611,158
경기도 용인시 처인구 (4146100000),"256,918","256,918","9,262","12,435","12,196","14,479","17,319","16,665","14,557","19,701","20,525","22,887","21,944","20,842","17,619","12,228","8,817","7,016","4,742","2,493",895,226,70,"132,115","132,115","4,730","6,333","6,331","7,949","9,278","9,209","7,789","10,239","10,805","12,098","11,277","10,916","8,965","5,937","4,279","3,058","1,864",789,210,47,12,"124,803","124,803","4,532","6,102","5,865","6,530","8,041","7,456","6,768","9,462","9,720","10,789","10,667","9,926","8,654","6,291","4,538","3,958","2,878","1,704",685,179,58
경기도 용인시 기흥구 (4146300000),"440,831","440,831","18,380","26,066","26,025","25,292","28,662","27,111","25,366","36,089","40,145","44,374","36,525","28,528","22,972","17,061","14,627","11,458","7,110","3,396","1,281",295,68,"217,823","217,823","9,464","13,298","13,415","13,014","14,673","14,168","12,596","17,512","19,528","21,984","18,412","14,486","10,986","7,599","6,515","5,324","3,101","1,310",357,65,16,"223,008","223,008","8,916","12,768","12,610","12,278","13,989","12,943","12,770","18,577","20,617","22,390","18,113","14,042","11,986","9,462","8,112","6,134","4,009","2,086",924,230,52
경기도 용인시 수지구 (4146500000),"375,366","375,366","15,429","22,248","22,913","22,756","23,534","22,657","22,117","30,569","34,810","38,130","30,632","23,416","18,466","14,358","12,977","10,156","6,057","2,776","1,044",266,55,"182,997","182,997","7,770","11,382","11,650","11,493","11,853","11,313","10,478","14,574","16,249","18,689","15,456","12,021","8,882","6,276","5,734","4,869","2,891","1,049",297,64,7,"192,369","192,369","7,659","10,866","11,263","11,263","11,681","11,344","11,639","15,995","18,561","19,441","15,176","11,395","9,584","8,082","7,243","5,287","3,166","1,727",747,202,48
경기도 파주시 (4148000000),"456,073","456,073","18,832","25,649","24,457","23,840","26,458","29,219","29,441","37,060","37,365","41,889","37,249","33,528","28,296","18,678","15,066","13,302","9,200","4,378","1,591",384,191,"231,522","231,522","9,664","13,039","12,513","12,421","14,099","15,233","15,969","19,451","19,078","21,642","19,650","17,428","14,316","9,005","6,886","5,590","3,540","1,442",409,88,59,"224,551","224,551","9,168","12,610","11,944","11,419","12,359","13,986","13,472","17,609","18,287","20,247","17,599","16,100","13,980","9,673","8,180","7,712","5,660","2,936","1,182",296,132
경기도 이천시 (4150000000),"218,465","218,465","8,390","11,042","10,767","12,589","13,563","16,073","14,385","16,349","16,913","17,943","17,868","17,224","15,060","9,790","7,018","5,908","4,364","2,218",732,204,65,"113,002","113,002","4,311","5,701","5,566","6,740","7,381","9,363","7,600","8,815","8,532","9,506","9,209","8,994","7,808","4,867","3,414","2,547","1,686",717,172,54,19,"105,463","105,463","4,079","5,341","5,201","5,849","6,182","6,710","6,785","7,534","8,381","8,437","8,659","8,230","7,252","4,923","3,604","3,361","2,678","1,501",560,150,46
경기도 안성시 (4155000000),"185,305","185,305","5,932","8,552","8,783","9,700","11,252","10,775","10,050","13,149","14,189","15,915","15,663","15,403","14,089","9,976","7,286","6,170","4,841","2,543",794,187,56,"95,447","95,447","3,053","4,382","4,536","5,129","6,018","6,100","5,524","7,113","7,568","8,522","8,372","8,074","7,117","4,977","3,506","2,626","1,859",758,157,44,12,"89,858","89,858","2,879","4,170","4,247","4,571","5,234","4,675","4,526","6,036","6,621","7,393","7,291","7,329","6,972","4,999","3,780","3,544","2,982","1,785",637,143,44
경기도 김포시 (4157000000),"449,039","449,039","22,710","29,748","24,758","21,058","23,430","25,529","28,108","43,499","43,577","39,720","33,510","30,884","27,397","18,808","14,355","10,486","6,685","3,295","1,145",268,69,"225,141","225,141","11,614","15,194","12,591","10,757","12,348","13,028","13,599","21,540","22,358","20,966","17,072","15,874","13,531","8,957","6,959","4,644","2,699","1,051",276,64,19,"223,898","223,898","11,096","14,554","12,167","10,301","11,082","12,501","14,509","21,959","21,219","18,754","16,438","15,010","13,866","9,851","7,396","5,842","3,986","2,244",869,204,50
