행정구역,2020년06월_계_총인구수,2020년06월_계_연령구간인구수,2020년06월_계_0~4세,2020년06월_계_5~9세,2020년06월_계_10~14세,2020년06월_계_15~19세,2020년06월_계_20~24세,2020년06월_계_25~29세,2020년06월_계_30~34세,2020년06월_계_35~39세,2020년06월_계_40~44세,2020년06월_계_45~49세,2020년06월_계_50~54세,2020년06월_계_55~59세,2020년06월_계_60~64세,2020년06월_계_65~69세,2020년06월_계_70~74세,2020년06월_계_75~79세,2020년06월_계_80~84세,2020년06월_계_85~89세,2020년06월_계_90~94세,2020년06월_계_95~99세,2020년06월_계_100세 이상,2020년06월_남_총인구수,2020년06월_남_연령구간인구수,2020년06월_남_0~4세,2020년06월_남_5~9세,2020년06월_남_10~14세,2020년06월_남_15~19세,2020년06월_남_20~24세,2020년06월_남_25~29세,2020년06월_남_30~34세,2020년06월_남_35~39세,2020년06월_남_40~44세,2020년06월_남_45~49세,2020년06월_남_50~54세,2020년06월_남_55~59세,2020년06월_남_60~64세,2020년06월_남_65~69세,2020년06월_남_70~74세,2020년06월_남_75~79세,2020년06월_남_80~84세,2020년06월_남_85~89세,2020년06월_남_90~94세,2020년06월_남_95~99세,2020년06월_남_100세 이상,2020년06월_여_총인구수,2020년06월_여_연령구간인구수,2020년06월_여_0~4세,2020년06월_여_5~9세,2020년06월_여_10~14세,2020년06월_여_15~19세,2020년06월_여_20~24세,2020년06월_여_25~29세,2020년06월_여_30~34세,2020년06월_여_35~39세,2020년06월_여_40~44세,2020년06월_여_45~49세,2020년06월_여_50~54세,2020년06월_여_55~59세,2020년06월_여_60~64세,2020년06월_여_65~69세,2020년06월_여_70~74세,2020년06월_여_75~79세,2020년06월_여_80~84세,2020년06월_여_85~89세,2020년06월_여_90~94세,2020년06월_여_95~99세,2020년06월_여_100세 이상
경상북도  (4700000000),"2,646,493","2,646,493","84,335","110,624","108,095","121,353","148,474","137,933","130,791","167,525","176,288","210,515","226,045","235,785","225,368","171,097","126,091","114,398","87,300","45,474","14,781","3,265",956,"1,332,780","1,332,780","43,293","57,273","56,340","64,537","83,320","78,358","71,626","87,335","92,120","109,971","117,445","121,051","113,310","82,959","60,240","46,211","30,592","12,885","3,127",582,205,"1,313,713","1,313,713","41,042","53,351","51,755","56,816","65,154","59,575","59,165","80,190","84,168","100,544","108,600","114,734","112,058","88,138","65,851","68,187","56,708","32,589","11,654","2,683",751
경상북도 포항시 (4711000000),"504,461","504,461","16,982","23,879","22,618","24,691","29,548","27,450","25,797","35,182","35,528","42,191","44,806","46,171","44,212","31,931","20,625","15,650","10,040","4,975","1,689",395,101,"254,995","254,995","8,791","12,409","11,717","13,159","16,610","15,971","14,011","18,078","17,982","21,054","22,703","22,959","21,442","15,953","10,144","6,760","3,538","1,306",300,81,27,"249,466","249,466","8,191","11,470","10,901","11,532","12,938","11,479","11,786","17,104","17,546","21,137","22,103","23,212","22,770","15,978","10,481","8,890","6,502","3,669","1,389",314,74
경상북도 포항시 남구 (4711100000),"231,837","231,837","7,306","10,749","10,401","11,117","13,439","13,137","11,822","15,950","16,383","19,534","20,927","21,000","20,617","15,082","9,708","7,178","4,438","2,133",689,176,51,"119,491","119,491","3,803","5,568","5,377","5,970","7,713","7,880","6,575","8,350","8,516","10,026","11,016","10,738","10,051","7,630","4,815","3,205","1,552",550,108,33,15,"112,346","112,346","3,503","5,181","5,024","5,147","5,726","5,257","5,247","7,600","7,867","9,508","9,911","10,262","10,566","7,452","4,893","3,973","2,886","1,583",581,143,36
경상북도 포항시 북구 (4711300000),"272,624","272,624","9,676","13,130","12,217","13,574","16,109","14,313","13,975","19,232","19,145","22,657","23,879","25,171","23,595","16,849","10,917","8,472","5,602","2,842","1,000",219,50,"135,504","135,504","4,988","6,841","6,340","7,189","8,897","8,091","7,436","9,728","9,466","11,028","11,687","12,221","11,391","8,323","5,329","3,555","1,986",756,192,48,12,"137,120","137,120","4,688","6,289","5,877","6,385","7,212","6,222","6,539","9,504","9,679","11,629","12,192","12,950","12,204","8,526","5,588","4,917","3,616","2,086",808,171,38
경상북도 경주시 (4713000000),"253,758","253,758","7,073","9,518","9,901","11,414","14,359","12,754","11,348","14,625","16,068","21,140","22,972","23,872","22,616","17,288","12,912","11,359","8,340","4,445","1,335",326,93,"127,101","127,101","3,600","4,890","5,106","6,055","7,998","7,355","6,184","7,619","8,454","11,005","11,916","12,220","11,386","8,237","6,098","4,610","2,811","1,209",258,68,22,"126,657","126,657","3,473","4,628","4,795","5,359","6,361","5,399","5,164","7,006","7,614","10,135","11,056","11,652","11,230","9,051","6,814","6,749","5,529","3,236","1,077",258,71
경상북도 김천시 (4715000000),"140,651","140,651","4,883","5,802","5,562","6,593","7,702","7,091","6,739","8,801","8,956","10,541","11,669","12,307","12,011","9,373","7,115","6,345","5,203","2,776",941,189,52,"70,596","70,596","2,533","2,994","2,945","3,605","4,293","4,031","3,667","4,550","4,769","5,540","6,097","6,401","6,018","4,457","3,327","2,487","1,803",837,201,31,10,"70,055","70,055","2,350","2,808","2,617","2,988","3,409","3,060","3,072","4,251","4,187","5,001","5,572","5,906","5,993","4,916","3,788","3,858","3,400","1,939",740,158,42
경상북도 안동시 (4717000000),"158,526","158,526","4,707","6,173","6,420","7,406","8,712","7,797","6,910","8,741","10,203","12,261","12,969","13,677","13,817","11,035","8,452","8,248","6,202","3,316","1,174",243,63,"78,470","78,470","2,457","3,262","3,365","3,883","4,722","4,321","3,675","4,419","5,230","6,470","6,734","6,853","6,896","5,136","4,065","3,382","2,286",978,275,45,16,"80,056","80,056","2,250","2,911","3,055","3,523","3,990","3,476","3,235","4,322","4,973","5,791","6,235","6,824","6,921","5,899","4,387","4,866","3,916","2,338",899,198,47
경상북도 구미시 (4719000000),"417,480","417,480","18,317","24,229","22,179","23,487","27,921","29,138","30,134","36,828","35,922","37,481","36,967","32,424","23,572","13,971","8,722","7,121","5,147","2,749",914,208,49,"214,220","214,220","9,378","12,593","11,533","12,357","15,709","15,724","16,383","19,254","18,342","18,727","18,435","17,012","12,303","6,884","4,191","2,741","1,705",733,179,30,7,"203,260","203,260","8,939","11,636","10,646","11,130","12,212","13,414","13,751","17,574","17,580","18,754","18,532","15,412","11,269","7,087","4,531","4,380","3,442","2,016",735,178,42
경상북도 영주시 (4721000000),"104,003","104,003","2,499","3,855","4,170","4,903","5,575","4,260","3,704","5,091","6,230","7,859","8,821","9,412","9,791","8,105","6,117","5,875","4,431","2,279",767,202,57,"51,573","51,573","1,283","1,999","2,136","2,601","3,233","2,539","2,066","2,652","3,146","4,143","4,542","4,737","4,800","3,770","2,934","2,421","1,694",657,176,31,13,"52,430","52,430","1,216","1,856","2,034","2,302","2,342","1,721","1,638","2,439","3,084","3,716","4,279","4,675","4,991","4,335","3,183","3,454","2,737","1,622",591,171,44
경상북도 영천시 (4723000000),"101,601","101,601","2,798","3,020","3,073","3,640","5,542","4,743","4,350","5,145","5,462","7,393","8,721","9,574","9,849","8,247","6,393","5,984","4,547","2,321",654,104,41,"51,636","51,636","1,425","1,521","1,635","1,976","3,339","2,771","2,390","2,804","3,022","4,031","4,742","4,999","5,034","3,995","3,119","2,375","1,597",657,174,17,13,"49,965","49,965","1,373","1,499","1,438","1,664","2,203","1,972","1,960","2,341","2,440","3,362","3,979","4,575","4,815","4,252","3,274","3,609","2,950","1,664",480,87,28
경상북도 상주시 (4725000000),"98,201","98,201","2,309","3,048","3,499","4,270","4,773","3,601","3,352","4,320","4,988","6,787","7,747","9,364","9,946","7,912","6,531","6,221","5,406","2,839",995,234,59,"48,175","48,175","1,183","1,594","1,809","2,301","2,749","2,102","1,857","2,307","2,621","3,639","4,172","4,800","4,970","3,747","3,089","2,375","1,823",787,195,45,10,"50,026","50,026","1,126","1,454","1,690","1,969","2,024","1,499","1,495","2,013","2,367","3,148","3,575","4,564","4,976","4,165","3,442","3,846","3,583","2,052",800,189,49
경상북도 문경시 (4728000000),"71,683","71,683","1,730","2,369","2,570","3,258","3,595","2,552","2,556","3,404","3,908","5,002","5,583","6,568","7,308","5,791","4,726","4,585","3,596","1,748",617,160,57,"35,101","35,101",889,"1,251","1,424","1,717","2,022","1,435","1,414","1,765","2,077","2,699","2,901","3,337","3,594","2,709","2,177","1,840","1,210",474,126,25,15,"36,582","36,582",841,"1,118","1,146","1,541","1,573","1,117","1,142","1,639","1,831","2,303","2,682","3,231","3,714","3,082","2,549","2,745","2,386","1,274",491,135,42
경상북도 경산시 (4729000000),"263,034","263,034","9,272","11,823","10,723","12,247","18,342","17,649","15,147","18,582","19,149","22,477","22,741","21,927","19,493","14,237","10,457","8,647","6,063","2,969",862,160,67,"132,471","132,471","4,759","6,033","5,509","6,436","9,756","10,030","8,353","9,691","9,915","11,401","11,486","10,957","9,686","6,778","4,789","3,562","2,179",919,192,29,11,"130,563","130,563","4,513","5,790","5,214","5,811","8,586","7,619","6,794","8,891","9,234","11,076","11,255","10,970","9,807","7,459","5,668","5,085","3,884","2,050",670,131,56
경상북도 군위군 (4772000000),"23,451","23,451",319,402,463,522,831,743,666,724,930,"1,299","1,843","2,524","2,836","2,377","1,991","2,059","1,689",899,276,42,16,"11,971","11,971",175,213,260,278,482,471,393,390,548,768,"1,062","1,398","1,515","1,203","1,005",858,601,285,60,5,1,"11,480","11,480",144,189,203,244,349,272,273,334,382,531,781,"1,126","1,321","1,174",986,"1,201","1,088",614,216,37,15
경상북도 의성군 (4773000000),"52,142","52,142","1,073",920,"1,061","1,327","1,620","1,624","1,536","1,820","2,010","2,756","3,806","5,115","6,143","5,373","4,351","4,736","3,933","2,109",650,136,43,"25,518","25,518",576,471,562,691,921,950,876,992,"1,206","1,597","2,184","2,639","3,130","2,617","2,033","1,901","1,388",601,155,20,8,"26,624","26,624",497,449,499,636,699,674,660,828,804,"1,159","1,622","2,476","3,013","2,756","2,318","2,835","2,545","1,508",495,116,35
경상북도 청송군 (4775000000),"25,228","25,228",447,560,556,708,886,880,815,945,"1,030","1,426","2,071","2,708","2,935","2,454","1,979","2,076","1,628",796,267,40,21,"12,616","12,616",245,281,301,370,501,570,515,524,582,829,"1,122","1,399","1,462","1,225",944,822,595,259,60,5,5,"12,612","12,612",202,279,255,338,385,310,300,421,448,597,949,"1,309","1,473","1,229","1,035","1,254","1,033",537,207,35,16
경상북도 영양군 (4776000000),"16,748","16,748",353,414,444,517,610,553,489,564,725,"1,053","1,339","1,662","1,799","1,548","1,247","1,461","1,139",571,191,43,26,"8,277","8,277",177,222,230,270,351,320,259,306,422,638,771,859,900,761,592,581,410,143,45,14,6,"8,471","8,471",176,192,214,247,259,233,230,258,303,415,568,803,899,787,655,880,729,428,146,29,20
경상북도 영덕군 (4777000000),"36,721","36,721",813,949,991,"1,131","1,353","1,181","1,059","1,490","1,674","2,334","2,834","3,445","3,842","3,406","2,778","3,224","2,477","1,224",401,89,26,"17,423","17,423",384,489,511,583,773,701,543,768,922,"1,334","1,553","1,745","1,879","1,577","1,232","1,159",835,334,79,15,7,"19,298","19,298",429,460,480,548,580,480,516,722,752,"1,000","1,281","1,700","1,963","1,829","1,546","2,065","1,642",890,322,74,19
경상북도 청도군 (4782000000),"42,553","42,553",681,882,"1,063","1,270","1,530","1,390","1,215","1,703","1,890","2,633","3,171","4,321","4,953","4,467","3,468","3,102","2,670","1,546",480,98,20,"20,857","20,857",352,446,537,661,909,819,684,875,"1,042","1,484","1,678","2,242","2,530","2,186","1,718","1,255",913,404,107,14,1,"21,696","21,696",329,436,526,609,621,571,531,828,848,"1,149","1,493","2,079","2,423","2,281","1,750","1,847","1,757","1,142",373,84,19
경상북도 고령군 (4783000000),"31,764","31,764",660,812,995,"1,123","1,432","1,177","1,051","1,350","1,590","2,387","2,745","3,278","3,375","2,753","2,120","1,987","1,709",912,245,56,7,"16,267","16,267",327,419,533,606,815,684,594,733,877,"1,362","1,586","1,788","1,789","1,405","1,013",796,602,266,52,16,4,"15,497","15,497",333,393,462,517,617,493,457,617,713,"1,025","1,159","1,490","1,586","1,348","1,107","1,191","1,107",646,193,40,3
경상북도 성주군 (4784000000),"43,488","43,488",993,952,"1,064","1,300","1,766","1,829","1,595","1,785","2,061","2,779","3,740","4,907","4,935","4,092","3,110","2,657","2,190","1,250",378,79,26,"22,471","22,471",513,469,605,735,"1,016","1,083",909,941,"1,261","1,642","2,088","2,641","2,636","2,048","1,520","1,137",785,329,94,13,6,"21,017","21,017",480,483,459,565,750,746,686,844,800,"1,137","1,652","2,266","2,299","2,044","1,590","1,520","1,405",921,284,66,20
경상북도 칠곡군 (4785000000),"115,345","115,345","4,150","5,766","5,641","5,979","6,352","5,969","6,671","9,075","9,685","10,918","10,189","9,229","7,754","5,431","3,955","3,630","2,844","1,462",492,113,40,"60,161","60,161","2,111","3,004","2,933","3,204","3,665","3,239","3,724","4,916","5,175","5,975","5,485","5,077","4,111","2,718","1,871","1,392",951,465,123,15,7,"55,184","55,184","2,039","2,762","2,708","2,775","2,687","2,730","2,947","4,159","4,510","4,943","4,704","4,152","3,643","2,713","2,084","2,238","1,893",997,369,98,33
경상북도 예천군 (4790000000),"55,750","55,750","2,116","2,571","2,313","2,109","2,120","2,014","2,379","3,264","3,538","3,572","3,766","4,354","4,923","4,223","3,388","3,544","3,182","1,699",524,116,35,"27,401","27,401","1,031","1,342","1,212","1,156","1,186","1,130","1,245","1,585","1,870","2,031","2,034","2,226","2,480","2,022","1,617","1,460","1,146",510,87,27,4,"28,349","28,349","1,085","1,229","1,101",953,934,884,"1,134","1,679","1,668","1,541","1,732","2,128","2,443","2,201","1,771","2,084","2,036","1,189",437,89,31
경상북도 봉화군 (4792000000),"31,823","31,823",661,798,842,"1,057","1,150",941,896,"1,148","1,403","1,903","2,579","3,330","3,680","2,962","2,312","2,471","2,075","1,111",372,104,28,"16,024","16,024",335,422,433,584,666,555,509,602,833,"1,116","1,396","1,767","1,930","1,525","1,131",992,758,353,95,17,5,"15,799","15,799",326,376,409,473,484,386,387,546,570,787,"1,183","1,563","1,750","1,437","1,181","1,479","1,317",758,277,87,23
경상북도 울진군 (4793000000),"48,843","48,843","1,319","1,643","1,717","2,143","2,377","2,133","1,996","2,405","2,757","3,575","4,066","4,628","4,582","3,370","2,781","2,953","2,466","1,305",500,109,18,"24,430","24,430",661,837,931,"1,180","1,381","1,277","1,132","1,263","1,478","2,009","2,227","2,452","2,274","1,621","1,356","1,111",820,326,78,14,2,"24,413","24,413",658,806,786,963,996,856,864,"1,142","1,279","1,566","1,839","2,176","2,308","1,749","1,425","1,842","1,646",979,422,95,16
경상북도 울릉군 (4794000000),"9,239","9,239",180,239,230,258,378,464,386,533,581,748,900,988,996,751,561,463,323,173,57,19,11,"5,026","5,026",108,112,113,129,223,280,243,301,346,477,531,543,545,385,275,194,142,53,16,5,5,"4,213","4,213",72,127,117,129,155,184,143,232,235,271,369,445,451,366,286,269,181,120,41,14,6
경상남도  (4800000000),"3,349,454","3,349,454","116,387","161,491","158,566","169,003","197,521","183,536","174,701","237,240","250,069","289,829","295,333","287,840","261,670","183,442","133,226","110,323","80,313","41,675","13,733","2,779",777,"1,686,331","1,686,331","59,757","83,192","82,153","89,498","109,782","101,739","92,692","122,403","128,900","149,317","151,191","146,253","131,552","89,688","62,596","44,425","27,074","10,807","2,682",470,160,"1,663,123","1,663,123","56,630","78,299","76,413","79,505","87,739","81,797","82,009","114,837","121,169","140,512","144,142","141,587","130,118","93,754","70,630","65,898","53,239","30,868","11,051","2,309",617
경상남도 창원시 (4812000000),"1,040,118","1,040,118","36,311","49,511","48,388","52,730","66,001","65,641","60,264","76,999","78,957","90,021","94,296","93,214","81,648","54,762","36,151","26,158","17,167","8,467","2,701",554,177,"527,035","527,035","18,685","25,685","25,071","27,963","36,682","36,450","32,400","40,024","40,534","45,159","46,650","46,624","40,557","27,026","17,353","11,142","6,108","2,251",529,101,41,"513,083","513,083","17,626","23,826","23,317","24,767","29,319","29,191","27,864","36,975","38,423","44,862","47,646","46,590","41,091","27,736","18,798","15,016","11,059","6,216","2,172",453,136
경상남도 창원시 의창구 (4812100000),"263,184","263,184","9,857","12,248","11,241","12,752","17,975","18,512","16,021","19,930","19,090","22,271","25,622","25,185","20,389","12,627","7,642","5,430","3,663","1,948",627,121,33,"133,960","133,960","5,071","6,304","5,849","6,803","9,976","10,266","8,640","10,276","9,933","10,924","12,266","12,822","10,386","6,413","3,851","2,312","1,247",487,107,21,6,"129,224","129,224","4,786","5,944","5,392","5,949","7,999","8,246","7,381","9,654","9,157","11,347","13,356","12,363","10,003","6,214","3,791","3,118","2,416","1,461",520,100,27
경상남도 창원시 성산구 (4812300000),"216,982","216,982","7,308","9,938","10,752","12,948","16,223","16,750","14,746","15,404","16,108","20,466","22,329","21,457","14,807","7,672","4,145","2,583","1,881","1,016",354,74,21,"110,851","110,851","3,726","5,105","5,676","6,872","9,041","9,269","8,095","7,950","7,868","9,573","10,607","10,894","8,016","4,065","2,112","1,079",582,232,66,17,6,"106,131","106,131","3,582","4,833","5,076","6,076","7,182","7,481","6,651","7,454","8,240","10,893","11,722","10,563","6,791","3,607","2,033","1,504","1,299",784,288,57,15
경상남도 창원시 마산합포구 (4812500000),"174,956","174,956","5,220","7,415","6,679","7,186","9,885","9,241","8,640","12,066","12,265","13,352","14,285","15,380","16,534","12,637","9,225","7,137","4,536","2,276",765,167,65,"87,093","87,093","2,732","3,847","3,403","3,812","5,451","5,147","4,616","6,366","6,510","6,959","7,292","7,425","7,827","6,007","4,254","3,027","1,581",640,154,27,16,"87,863","87,863","2,488","3,568","3,276","3,374","4,434","4,094","4,024","5,700","5,755","6,393","6,993","7,955","8,707","6,630","4,971","4,110","2,955","1,636",611,140,49
경상남도 창원시 마산회원구 (4812700000),"192,433","192,433","5,488","8,356","8,837","9,766","11,739","10,938","9,631","12,858","14,110","16,431","17,533","17,438","16,698","12,364","8,545","5,959","3,610","1,536",460,97,39,"96,577","96,577","2,810","4,373","4,620","5,137","6,479","5,995","5,155","6,733","7,163","8,303","8,840","8,604","7,921","5,905","4,018","2,593","1,390",417,96,17,8,"95,856","95,856","2,678","3,983","4,217","4,629","5,260","4,943","4,476","6,125","6,947","8,128","8,693","8,834","8,777","6,459","4,527","3,366","2,220","1,119",364,80,31
경상남도 창원시 진해구 (4812900000),"192,563","192,563","8,438","11,554","10,879","10,078","10,179","10,200","11,226","16,741","17,384","17,501","14,527","13,754","13,220","9,462","6,594","5,049","3,477","1,691",495,95,19,"98,554","98,554","4,346","6,056","5,523","5,339","5,735","5,773","5,894","8,699","9,060","9,400","7,645","6,879","6,407","4,636","3,118","2,131","1,308",475,106,19,5,"94,009","94,009","4,092","5,498","5,356","4,739","4,444","4,427","5,332","8,042","8,324","8,101","6,882","6,875","6,813","4,826","3,476","2,918","2,169","1,216",389,76,14
경상남도 진주시 (4817000000),"347,462","347,462","11,983","16,975","17,020","18,673","23,544","21,237","18,813","23,369","25,236","29,439","29,603","28,191","25,675","18,385","14,071","11,366","8,046","4,062","1,371",312,91,"172,027","172,027","6,192","8,877","8,881","9,935","12,885","11,821","9,925","11,585","12,534","14,715","14,708","13,768","12,499","8,600","6,419","4,685","2,650","1,023",249,55,21,"175,435","175,435","5,791","8,098","8,139","8,738","10,659","9,416","8,888","11,784","12,702","14,724","14,895","14,423","13,176","9,785","7,652","6,681","5,396","3,039","1,122",257,70
경상남도 통영시 (4822000000),"129,711","129,711","3,723","6,528","6,578","6,344","6,280","5,153","5,645","9,044","10,186","11,401","11,099","11,680","11,417","8,289","6,126","4,964","3,105","1,508",515,99,27,"65,214","65,214","1,850","3,308","3,395","3,314","3,507","2,785","2,967","4,614","5,509","6,175","5,818","5,798","5,605","4,041","2,954","2,029","1,030",393,102,12,8,"64,497","64,497","1,873","3,220","3,183","3,030","2,773","2,368","2,678","4,430","4,677","5,226","5,281","5,882","5,812","4,248","3,172","2,935","2,075","1,115",413,87,19
경상남도 사천시 (4824000000),"111,184","111,184","3,432","5,002","5,241","5,127","5,610","5,242","5,037","7,223","8,247","9,542","9,287","9,224","8,915","6,947","5,768","4,953","3,690","1,890",649,131,27,"56,072","56,072","1,790","2,606","2,668","2,683","3,285","3,203","2,813","3,714","4,330","5,178","4,985","4,762","4,356","3,296","2,620","1,940","1,241",476,103,17,6,"55,112","55,112","1,642","2,396","2,573","2,444","2,325","2,039","2,224","3,509","3,917","4,364","4,302","4,462","4,559","3,651","3,148","3,013","2,449","1,414",546,114,21
경상남도 김해시 (4825000000),"542,842","542,842","21,357","29,591","30,050","31,947","36,477","32,612","29,974","41,621","45,219","54,082","51,720","43,999","34,379","21,340","14,551","11,360","7,491","3,642","1,123",229,78,"274,583","274,583","10,982","15,014","15,465","16,879","19,855","17,571","15,638","21,190","22,467","26,899","26,300","23,041","17,801","10,577","6,626","4,544","2,535",913,220,43,23,"268,259","268,259","10,375","14,577","14,585","15,068","16,622","15,041","14,336","20,431","22,752","27,183","25,420","20,958","16,578","10,763","7,925","6,816","4,956","2,729",903,186,55
경상남도 밀양시 (4827000000),"105,133","105,133","2,525","3,284","3,700","4,296","4,866","4,359","3,923","5,194","5,786","7,347","8,699","10,357","11,452","9,070","6,660","5,850","4,486","2,356",729,150,44,"51,496","51,496","1,283","1,680","1,895","2,313","2,733","2,581","2,088","2,715","3,078","3,884","4,451","5,190","5,613","4,343","3,102","2,292","1,448",639,138,24,6,"53,637","53,637","1,242","1,604","1,805","1,983","2,133","1,778","1,835","2,479","2,708","3,463","4,248","5,167","5,839","4,727","3,558","3,558","3,038","1,717",591,126,38
경상남도 거제시 (4831000000),"246,878","246,878","11,447","16,390","14,264","13,684","13,357","11,309","14,668","23,830","23,228","24,291","21,012","17,780","15,689","9,573","6,075","4,570","3,139","1,758",641,129,44,"129,682","129,682","5,915","8,434","7,450","7,266","7,606","6,248","7,685","12,782","12,649","13,305","11,532","9,080","8,314","4,831","3,108","1,886","1,025",437,99,24,6,"117,196","117,196","5,532","7,956","6,814","6,418","5,751","5,061","6,983","11,048","10,579","10,986","9,480","8,700","7,375","4,742","2,967","2,684","2,114","1,321",542,105,38
경상남도 양산시 (4833000000),"351,596","351,596","15,894","19,784","17,074","17,162","20,053","20,871","21,223","29,615","29,420","30,948","30,419","27,987","24,337","16,635","11,576","9,036","5,778","2,685",866,174,59,"176,445","176,445","8,137","10,099","8,723","8,909","10,850","11,068","10,854","15,213","14,963","15,718","15,151","14,290","12,075","8,067","5,333","3,864","2,095",804,192,30,10,"175,151","175,151","7,757","9,685","8,351","8,253","9,203","9,803","10,369","14,402","14,457","15,230","15,268","13,697","12,262","8,568","6,243","5,172","3,683","1,881",674,144,49
경상남도 의령군 (4872000000),"26,957","26,957",497,641,676,901,"1,074",987,826,991,"1,210","1,730","2,091","2,588","2,883","2,373","1,919","2,141","1,898","1,083",378,61,9,"13,191","13,191",226,355,363,484,595,572,448,519,701,"1,011","1,180","1,381","1,547","1,201",902,752,590,270,81,11,2,"13,766","13,766",271,286,313,417,479,415,378,472,509,719,911,"1,207","1,336","1,172","1,017","1,389","1,308",813,297,50,7
경상남도 함안군 (4873000000),"64,724","64,724","1,678","2,667","3,001","3,024","2,987","2,621","2,421","3,514","4,301","5,243","5,476","5,898","6,113","4,569","3,465","3,223","2,554","1,432",458,68,11,"32,793","32,793",847,"1,333","1,565","1,648","1,714","1,527","1,244","1,770","2,275","2,917","3,035","3,192","3,238","2,287","1,688","1,202",844,354,93,17,3,"31,931","31,931",831,"1,334","1,436","1,376","1,273","1,094","1,177","1,744","2,026","2,326","2,441","2,706","2,875","2,282","1,777","2,021","1,710","1,078",365,51,8
경상남도 창녕군 (4874000000),"61,825","61,825","1,536","1,923","1,860","2,340","2,627","2,425","2,324","2,995","3,185","3,992","5,056","6,099","6,667","5,126","4,077","3,998","3,184","1,751",551,83,26,"30,708","30,708",798,992,"1,016","1,249","1,497","1,407","1,339","1,585","1,790","2,221","2,835","3,063","3,386","2,511","1,948","1,494","1,023",447,97,8,2,"31,117","31,117",738,931,844,"1,091","1,130","1,018",985,"1,410","1,395","1,771","2,221","3,036","3,281","2,615","2,129","2,504","2,161","1,304",454,75,24
경상남도 고성군 (4882000000),"51,811","51,811",981,"1,774","1,882","2,246","2,218","1,773","1,612","2,511","2,796","3,776","4,303","4,914","5,115","4,320","3,556","3,256","2,639","1,510",527,86,16,"26,011","26,011",517,874,"1,013","1,241","1,291","1,062",911,"1,352","1,578","2,102","2,433","2,556","2,616","2,097","1,697","1,288",879,387,99,14,4,"25,800","25,800",464,900,869,"1,005",927,711,701,"1,159","1,218","1,674","1,870","2,358","2,499","2,223","1,859","1,968","1,760","1,123",428,72,12
경상남도 남해군 (4884000000),"43,102","43,102",625,989,"1,279","1,716","1,900","1,378","1,102","1,445","1,835","2,838","3,288","4,177","4,369","3,681","3,508","3,319","2,942","1,874",671,149,17,"20,733","20,733",321,544,678,924,"1,157",825,598,731,969,"1,567","1,816","2,133","2,169","1,748","1,675","1,289",972,471,132,13,1,"22,369","22,369",304,445,601,792,743,553,504,714,866,"1,271","1,472","2,044","2,200","1,933","1,833","2,030","1,970","1,403",539,136,16
경상남도 하동군 (4885000000),"45,454","45,454",834,"1,148","1,366","1,600","2,047","1,592","1,318","1,594","2,041","3,189","3,977","4,602","4,807","3,836","3,219","3,216","2,772","1,575",586,111,24,"22,637","22,637",407,636,720,857,"1,224",936,761,856,"1,119","1,802","2,235","2,418","2,565","1,896","1,493","1,250",902,411,130,15,4,"22,817","22,817",427,512,646,743,823,656,557,738,922,"1,387","1,742","2,184","2,242","1,940","1,726","1,966","1,870","1,164",456,96,20
경상남도 산청군 (4886000000),"35,140","35,140",658,784,"1,018","1,139","1,384","1,130","1,002","1,258","1,420","2,160","3,052","3,614","3,849","3,175","2,632","2,704","2,348","1,265",425,105,18,"17,236","17,236",334,427,559,594,785,656,543,679,767,"1,227","1,674","1,902","1,985","1,637","1,284","1,014",752,309,84,22,2,"17,904","17,904",324,357,459,545,599,474,459,579,653,933,"1,378","1,712","1,864","1,538","1,348","1,690","1,596",956,341,83,16
경상남도 함양군 (4887000000),"39,321","39,321",760,"1,133","1,409","1,601","1,792","1,402","1,141","1,573","1,812","2,689","3,322","3,648","3,995","3,094","2,731","2,849","2,532","1,262",438,106,32,"18,943","18,943",367,592,725,827,"1,020",801,618,796,946,"1,517","1,779","1,905","1,983","1,538","1,217","1,049",857,285,91,23,7,"20,378","20,378",393,541,684,774,772,601,523,777,866,"1,172","1,543","1,743","2,012","1,556","1,514","1,800","1,675",977,347,83,25
경상남도 거창군 (4888000000),"61,681","61,681","1,484","2,361","2,588","3,123","3,544","2,445","2,235","2,915","3,396","4,522","5,119","5,473","5,568","4,275","3,612","3,517","3,129","1,654",566,114,41,"30,123","30,123",766,"1,219","1,346","1,712","2,104","1,419","1,194","1,437","1,707","2,388","2,648","2,788","2,781","2,033","1,606","1,317","1,024",476,121,28,9,"31,558","31,558",718,"1,142","1,242","1,411","1,440","1,026","1,041","1,478","1,689","2,134","2,471","2,685","2,787","2,242","2,006","2,200","2,105","1,178",445,86,32
경상남도 합천군 (4889000000),"44,515","44,515",662,"1,006","1,172","1,350","1,760","1,359","1,173","1,549","1,794","2,619","3,514","4,395","4,792","3,992","3,529","3,843","3,413","1,901",538,118,36,"21,402","21,402",340,517,620,700,992,807,666,841,984,"1,532","1,961","2,362","2,462","1,959","1,571","1,388","1,099",461,122,13,5,"23,113","23,113",322,489,552,650,768,552,507,708,810,"1,087","1,553","2,033","2,330","2,033","1,958","2,455","2,314","1,440",416,105,31
